"","SYMBOL","DESC","GSM3688814_p.15.06.2016_01_AS6.ga.cel","GSM3688815_p.15.06.2016_02_AS2.ga.cel","GSM3688816_p.15.06.2016_03_AS3.ga.cel","GSM3688817_p.15.06.2016_04_AS5.ga.cel","GSM3688818_p.15.06.2016_14_AS7.ga.cel","GSM3688819_p.15.06.2016_05_S15.ga.cel","GSM3688820_p.15.06.2016_07_S10.ga.cel","GSM3688821_p.15.06.2016_09_S29.ga.cel","GSM3688822_p.15.06.2016_10_S22.ga.cel","GSM3688823_p.15.06.2016_11_S17.ga.cel","GSM3688824_p.15.06.2016_12_S19.ga.cel","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"17112918","BEX1","brain expressed X-linked 1",6.46240467876978,5.37744016832202,5.40204568732536,6.36877297906358,6.18032267108117,7.04602211910677,9.26358639667989,9.20453260789113,8.90521338921988,8.75403843485823,9.39860546793935,-2.80380249903683,7.48754405456883,-6.62088857717178,5.28704291054317e-06,0.00534912560652833,4.18923602649972
"17075553","STC1","stanniocalcin 1",7.42187743061641,5.86760261249636,6.57350572769688,7.41959074502062,7.58208469761851,9.32970520648164,9.38108817561795,8.99228754460026,9.43867063970884,9.09587368830591,9.23341556418871,-2.27224122712747,8.21233654839565,-6.5528883339776,5.99088314533811e-06,0.00534912560652833,4.07748977744703
"17007982","PI16","peptidase inhibitor 16",9.9293529722008,10.1283208258735,9.96283231952761,9.65543743004704,9.40201528719511,6.69633982690334,6.35194068500458,6.04096638780742,8.10200273848955,8.2710237733249,7.23788321138943,2.69889899648226,8.34346504161484,6.52632455857284,6.29171155163646e-06,0.00534912560652833,4.03363109503121
"16666485","IFI44L","interferon induced protein 44 like",5.30092070767764,4.57052972364318,4.71153754352014,5.37597682154799,4.79025156639515,7.31638474190447,8.04952844303389,7.80888142465227,8.03719340043627,6.45114193999559,6.5523522680548,-2.4194037637894,6.26951805280558,-6.48556753201122,6.7841789996256e-06,0.00534912560652833,3.96611369831917
"16971409","MAB21L2","mab-21 like 2",4.68521896945167,5.63764674116744,5.99788811313115,5.63750064591316,4.55703577890259,7.65646642361648,7.38243423817801,8.11798317669363,9.86592768142737,7.57019645053843,8.56499346897624,-2.88994219019183,6.87939015345419,-6.43948587745721,7.38959179622705e-06,0.00550278269092374,3.88944830378256
"16666509","IFI44","interferon induced protein 44",5.55545255912894,4.34750689179621,4.81898555684888,5.59523905606716,6.47159060618531,7.74866659517087,8.79954759221543,8.17804376154452,9.11559151435808,7.45221036947103,7.28979432146597,-2.73955409169902,6.85205716584113,-6.29934099321114,9.60052858192848e-06,0.00659407509530722,3.65416200341047
"17012859","PDE7B","phosphodiesterase 7B",6.2341727246473,6.38492406017461,6.21874505836674,5.78146976569532,6.10566957094869,8.78689736908252,10.1041934005343,8.17259637671248,7.57323319907633,8.22264942362773,8.96524700249282,-2.49247322595451,7.50452708648717,-6.26129871360725,1.03122396331646e-05,0.00659407509530722,3.58974232536656
"16983765","NPR3","natriuretic peptide receptor 3",6.74846712569669,6.81630127091546,6.75656117581844,6.71667436490465,6.75503063495922,9.41380861179141,9.12267591710772,8.16980745611355,8.18762877245545,8.64804684777507,8.67207720267659,-1.94373388686107,7.81882539820129,-6.26033759743751,1.03309144286371e-05,0.00659407509530722,3.58811175976354
"17012946","TNFAIP3","TNF alpha induced protein 3",7.16142935139657,6.48978456335389,6.58600916570642,6.70949363753684,6.79631980118186,9.00094648856436,9.52568847859454,8.32125628562918,8.87429888166849,8.01893833701573,8.76402530601632,-2.00225165907966,7.84074457242402,-6.15120476265856,1.26974349177963e-05,0.0074904726185701,3.40199286472233
"16773131","SGCG","sarcoglycan gamma",7.7858020721841,6.52322544038529,7.92386396734068,7.78258480218167,6.79403820564245,4.83928939758957,5.79621564331679,5.29782458387114,4.39540735253104,5.55986583095407,4.68592396087796,2.26614843602341,6.12582193244316,6.06341972430543,1.5006514155216e-05,0.00825733333572865,3.25088990450034
"16911338","PLCB4","phospholipase C beta 4",4.93411326447792,4.82602473524884,5.02292986482903,5.33529933687356,5.26019044696305,6.80362573962913,7.48722481080036,7.38399738328316,6.33267568630868,6.95331710927799,6.65041429677351,-1.85949764133366,6.08998297040593,-6.04983989878345,1.54008753650564e-05,0.00825733333572865,3.22740497414824
"17012148","GJA1","gap junction protein alpha 1",8.1465830226753,6.52695950396296,6.87322874818616,6.67784477586288,6.71388820562971,9.2750529880081,9.49205173628115,8.68389298806891,9.67615186683727,8.90760527484294,8.57762647395779,-2.11436270340263,8.14098959857392,-5.86378924296243,2.2027876079753e-05,0.0113562173451157,2.90270235084515
"17080648","HAS2","hyaluronan synthase 2",7.85389374452446,6.54654224548512,6.32443342490022,7.36938473896423,6.62537497048716,8.90811264874302,10.1848908954828,9.19877241187481,8.81765868273635,8.53729341478094,9.19716329835994,-2.19672273379075,8.14213822512173,-5.82997684445244,2.35198742706164e-05,0.0116763109156793,2.84310678293035
"16928204","POM121L9P","POM121 transmembrane nucleoporin like 9, pseudogene",5.10826752179388,5.5930183342812,5.12653994285209,5.34927914903466,4.66020874156179,8.17451638083683,6.81198028490344,6.74023925502489,7.60798727288526,6.44247062397481,7.43532301631775,-2.03462340108577,6.27725732031514,-5.71954827872834,2.91640284496277e-05,0.0134798150806486,2.6472364883399
"16851933","GALNT1","polypeptide N-acetylgalactosaminyltransferase 1",8.99982116257157,7.71461058579244,8.11606099325727,8.33219394993488,8.10665364714767,10.4277742108051,10.5735017018768,9.61495626155379,11.0570700681431,9.83134474740669,9.8580649478279,-1.97325058852813,9.3301865705743,-5.63422828458005,3.44742737907022e-05,0.0147657943238062,2.4946206666011
"16844558","KRTAP1-5","keratin associated protein 1-5",6.04439600160715,8.36895478873313,6.5807868350111,7.99490207657103,8.54410751870003,9.70211017583721,10.3666398737666,9.90494667085313,9.41306473419884,10.1799474729508,10.2591015671298,-2.46433897166492,8.8508143377599,-5.55193021855385,4.05468318420784e-05,0.0164693858791278,2.34636831960013
"16925398","RUNX1-IT1","RUNX1 intronic transcript 1",5.80798863283999,5.09802212735799,6.11457381035344,5.37716464708153,5.51829799224707,7.34648509272711,7.73511791431719,7.98537917208008,9.93355718003627,8.19808738531408,7.0632236061438,-2.46043228312709,6.92526341459078,-5.53318920054922,4.20780149221271e-05,0.0165264937703084,2.31246673589664
"16791319","ADCY4","adenylate cyclase 4",6.65074926418558,6.82834131495764,6.66158995135072,6.69714886906402,6.81180919427371,9.34314737065064,10.2054492753172,8.21877428046548,8.60523852203156,8.08013755583483,8.44910578488277,-2.08704774609741,7.86831739845583,-5.52044396156292,4.31533334796175e-05,0.0165264937703084,2.28938149022729
"16980762","SFRP2","secreted frizzled related protein 2",8.21098114024791,7.07576796977036,9.49141067812229,9.20977523381823,8.39814766948858,4.33580897915264,4.92531736746793,5.39877466380484,5.60552263609353,6.41035489762788,7.21756558378715,2.82832585030048,6.93449334721648,5.44721717287812,4.99059153404205e-05,0.0180794294384594,2.15628405396994
"16834091","IGFBP4","insulin like growth factor binding protein 4",9.65413197836433,9.20724500309769,8.98888475778302,9.29052673801274,8.70157677982503,11.0894449391574,11.0669442062604,10.3081436476695,11.222650558298,10.871250600204,10.419782973786,-1.66122976947931,10.0745983802235,-5.36170285302637,5.91906725244401e-05,0.0208787309083578,1.99986761482601
"16720085","IFITM1","interferon induced transmembrane protein 1",7.87142775167135,7.35011523302738,7.17774100437352,7.16916278064464,7.66125588859557,9.30615285816896,9.30450342743818,8.75485947012249,9.73849874314877,9.38015858129529,8.4203135290625,-1.70480723654355,8.37583538795897,-5.31971671634956,6.43842037833819e-05,0.0221283555772423,1.922687648172
"16943241","COL8A1","collagen type VIII alpha 1 chain",7.84496866293689,5.24770261203459,6.43844843037417,6.5783129278725,7.24295825043107,8.65688188936205,9.87717243321038,8.85953488740608,8.84473648259953,8.39789593390572,8.9233801184271,-2.25612211408863,7.90109023896001,-5.28664937828031,6.8803763370964e-05,0.02305614110561,1.86172787583646
"16968735","HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6",6.14135117790223,6.25669928459741,5.62720954869018,5.49687176901679,6.39156222681152,7.80742539455921,8.22095431333889,7.97698594654343,7.79109683703266,7.5475294701524,6.87365778565265,-1.72020282314292,6.92103125039067,-5.2638117497882,7.2037543503319e-05,0.0234602723629835,1.81953765658069
"17075112","PSD3","pleckstrin and Sec7 domain containing 3",6.75304651290971,5.87681995709024,6.27025730469049,6.13071749003969,5.06241602674717,7.87020702796478,9.04974114231744,7.42816385997093,8.81197412305248,7.53156981202446,7.75968732207843,-2.0565724229393,7.14041823444416,-5.20641095544517,8.08748526398791e-05,0.0252103842973242,1.71317823697112
"16852179","SLC14A1","solute carrier family 14 member 1 (Kidd blood group)",4.91751843020077,4.95754416752717,5.15013625947644,5.08863367341645,4.67364735263357,7.65838466970423,7.12862846505244,5.96336439576432,7.03546643416091,7.88961549764241,5.92684112409784,-1.97622078775281,6.03543458815241,-5.12182941186751,9.59783177408054e-05,0.0284813257248931,1.55564248270653
"16904365","IFIH1","interferon induced with helicase C domain 1",5.65388783353304,5.56967464402687,6.2175403491562,5.02195646238727,5.39140486502553,7.67814274200759,7.85130752952187,6.88378057478303,7.99641390087955,6.78492051266354,6.8705455143566,-1.77329229820959,6.53814317530374,-5.11449126738452,9.74185152870807e-05,0.0284813257248931,1.54193011396762
"17087430","COL15A1","collagen type XV alpha 1 chain",9.02570987574547,6.90193299461091,8.11985442517161,7.36967668005473,8.0551840064457,5.43466487770524,6.77321596140462,4.95152902902819,5.33818602728489,6.19359178415679,5.83133643791242,2.14071757682366,6.72680746359278,5.10737927568343,9.8835532275317e-05,0.0284813257248931,1.52863359380827
"16810341","CA12","carbonic anhydrase 12",6.62042716047696,6.50861798656498,7.24623775306911,6.4444689441751,6.18105482011361,8.43702491504987,8.65635537281012,7.6979101505695,9.3671090397275,7.9149440083933,8.22473695231014,-1.78285207359679,7.57262610029638,-5.10226610304377,9.98673760869871e-05,0.0284813257248931,1.51906995347896
"16878947","LTBP1","latent transforming growth factor beta binding protein 1",7.58872214204246,6.17410048029312,7.02694228220296,6.63990860824797,5.67415035994698,9.25603769776849,9.88531121389236,8.23673801226687,9.62227786612744,8.34083312581517,7.85177467918387,-2.24473065796234,7.84516331525343,-5.07554624641742,0.000105442443617778,0.0294448023802646,1.46903788192671
"16984730","FST","follistatin",7.75660523493112,7.14653785308588,7.7994779162984,7.76721838943427,7.65712413136549,9.36694757085223,9.77589642649006,8.54461776568994,9.549725281246,8.9245818728288,9.0627770571581,-1.57869829068782,8.48650086358002,-5.04751230221041,0.000111636313984202,0.0305382276049845,1.41644594839382
"16952782","TMEM158","transmembrane protein 158 (gene/pseudogene)",5.87978444741834,5.82481529943105,5.88155450738133,5.27285164859571,5.38890135262606,7.70845655095318,9.40243021741364,6.93496285260722,7.67251389568558,7.13827261183224,7.27939830092519,-2.03975762047901,6.76217651680632,-5.01275598630433,0.000119837690489615,0.0315828023207833,1.35110335787746
"16698949","KCNH1","potassium voltage-gated channel subfamily H member 1",7.7752236595006,6.33696264546329,6.79926213640079,6.10395314423103,6.67410818843791,8.41131633022765,9.16928698438331,9.23294949308857,8.9237880748478,8.76487627494042,7.55050807040377,-1.93755224984186,7.79474863653865,-5.01141056136443,0.000120167332017304,0.0315828023207833,1.34857085612166
"16681304","ERRFI1","ERBB receptor feedback inhibitor 1",7.16483174390283,7.15002030079708,6.81317071110989,6.78510969340912,5.58922035593693,8.95694214073965,9.10261821026851,8.02662399773362,9.70983597848446,8.24696350179401,8.04423619469718,-1.98073277625507,7.7808702571703,-4.97560265607072,0.000129291307018141,0.0327679429831683,1.28108606896055
"17119096","HOXB3","homeobox B3",6.63485723219326,5.75587725600312,5.49465676269631,6.35872206324903,6.77695175548239,4.48933004194807,4.52924943675444,4.57336328598697,4.93579145197816,4.5206613394493,4.74579907544246,1.57184724199825,5.34684179101668,4.97456570958058,0.000129565874224703,0.0327679429831683,1.27912942484402
"17067031","DOCK5","dedicator of cytokinesis 5",6.8462598215244,6.22193619310837,6.44476754193771,6.40356048905056,6.1976344483671,7.95728497118577,8.24226794319286,7.4232717465023,8.94282288970811,7.61888646222393,8.03336301698185,-1.61348447283484,7.30291413852572,-4.94353876656876,0.000138064179854594,0.0342705975327958,1.22052247478138
"16998059","ARRDC3","arrestin domain containing 3",7.48971740047587,6.69394588750497,6.86072347339985,7.10379000755767,5.7101212633504,8.6767552671987,9.13123734520451,7.93057380945932,9.06539081000745,8.3862457702554,8.22935189770662,-1.79826621018092,7.75253208473825,-4.92030042805648,0.000144802218094316,0.0350835857749099,1.17655041409339
"16802251","SMAD3","SMAD family member 3",5.98060756543219,5.82630285224912,5.54833611967525,5.37096734214952,5.867692457099,7.40697685694893,7.78022147564638,6.92528086317501,7.68235671026149,6.99365583006287,6.67654996822365,-1.52539235006537,6.55081345826577,-4.91046046389081,0.000147756129880873,0.0350835857749099,1.15791135319686
"16982183","SORBS2","sorbin and SH3 domain containing 2",6.15241201804174,5.70363195456372,6.50185862917759,6.362127663167,6.46711504115571,8.20950576068277,8.51060779828694,7.59367810092636,7.65157601872321,7.61917017781424,7.23441562166891,-1.56572985179592,7.09146352583711,-4.88631084899129,0.000155270494436151,0.0350835857749099,1.11211750977192
"17120290","LOC284581","uncharacterized LOC284581",3.73781203059936,4.32788474233444,3.95224699411373,4.37929418143601,4.21360992918505,5.48137752528861,5.36257980491248,5.73323615512996,5.42912812186988,5.29585350184694,5.62112269798221,-1.36504672563796,4.86674051679079,-4.88273631431179,0.000156415576427396,0.0350835857749099,1.10533338261563
"17043856","AHR","aryl hydrocarbon receptor",8.74543084291497,7.79494702552076,8.55836788699254,8.567911613151,7.45782565497112,10.0046587815734,9.99272893588447,9.46494664618283,10.8661732222555,9.59208019669183,9.76370316403749,-1.72248521972752,9.16443399728872,-4.87181783353178,0.000159967144175177,0.0350835857749099,1.08460179341789
"17105332","SRPX2","sushi repeat containing protein X-linked 2",7.35575944799863,5.83803236868213,6.26925159691279,5.98009924346617,6.19150383272815,8.65322365912875,9.51936737804233,7.74151355632186,7.79172957086317,7.61374332911343,8.32702837768203,-1.94750501390102,7.3892047600854,-4.86392732844876,0.000162585133608631,0.0350835857749099,1.06961087304678
"17114334","MIR503","microRNA 503",7.83391265591409,7.5551095419758,7.74511853170054,7.43046988760544,6.92635215154566,5.97042913627752,6.44335554837796,5.84577268980975,6.29980445469623,5.22227973740581,5.97505518967726,1.53874309437421,6.6588781386351,4.85812850813994,0.000164537083363703,0.0350835857749099,1.05858922719643
"17002898","STC2","stanniocalcin 2",9.98272396181153,8.72544304390211,9.11383951992315,8.99293505737556,8.91229646316393,10.8005938039072,11.5564845516961,10.2184003922763,10.9665252239944,10.4064419847942,10.7716413902838,-1.64123361525675,10.0406659448298,-4.84942085390635,0.0001675133907486,0.0350835857749099,1.04203147618626
"17106200","MIR3978","microRNA 3978",8.50699262084387,8.67027715756202,8.61859593439907,8.3856030632722,8.65891126609877,7.06135612721974,6.59168694377498,7.45771437441451,7.67637064975228,6.65760917872319,7.23468545741359,1.45483888655213,7.77452752486129,4.82790932237373,0.000175104866950762,0.0361093174862771,1.00108925852969
"16705507","SRGN","serglycin",8.71252336658913,6.89561474618804,7.60316138391477,7.23138657653966,8.54978879736542,9.74639633215418,10.1308515795908,9.08650311010999,10.6960907344652,9.40318118351431,9.38095486183111,-1.94216799282486,8.85785933384205,-4.77692562329768,0.000194536562074865,0.038146028512749,0.903842679177245
"17087413","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12",10.0980602547455,8.43895838223818,9.08374173448962,8.5475756209166,8.92785880266873,7.66008421977556,8.2406411580239,6.36048949769636,6.92300411852028,6.26368189557252,6.75782901766294,1.98495064113646,7.93653860930092,4.75234842887081,0.000204679135310637,0.0391931304243397,0.856860073264877
"16785897","SMOC1","SPARC related modular calcium binding 1",6.59618803123353,5.63295787779469,5.76566313442128,5.91961598920887,5.75410945987196,8.67144733541311,8.92598952492446,7.25190164728781,8.37161878005124,6.74562731010735,7.33492799948355,-1.94987853437185,6.99727700816344,-4.72604823774086,0.000216133531511374,0.039337932058568,0.806510427131961
"17050591","MET","MET proto-oncogene, receptor tyrosine kinase",7.37045820995382,6.14903023940449,6.96279571668275,6.67404034918147,6.60880374243509,9.12928393472786,9.68768309360452,8.14025821812458,8.44518770183352,7.84096555389876,8.04403431707683,-1.79487648501282,7.73204918881125,-4.72156908733592,0.000218148710289174,0.039337932058568,0.797927984960001
"16923031","MX1","MX dynamin like GTPase 1",5.40104839113471,5.29402897247883,5.46781428430341,4.92178054582757,4.77479340599959,6.83143896437964,7.29087691345094,7.10606786029814,6.51257855867672,6.2235392573623,6.11992487704798,-1.50884461858714,5.9948992755418,-4.71767377719269,0.00021991683737763,0.039337932058568,0.790462479804291
"17059195","CACNA2D1","calcium voltage-gated channel auxiliary subunit alpha2delta 1",7.25378042757473,6.90091418417185,6.62532534987087,6.91273925987287,6.93570793012411,8.22720334751452,8.71866401358569,7.59123378611555,9.01150228263961,8.26497726712115,8.85156837020669,-1.51849808087432,7.75396511079979,-4.71402685541148,0.000221585502139683,0.039337932058568,0.783471547042349
"16911493","SPTLC3","serine palmitoyltransferase long chain base subunit 3",5.03235059374123,4.27816112341293,4.5724268408309,4.869442618063,5.07935104958306,7.64706641323882,7.10424148320717,5.65899596337535,7.54424494119712,5.77734250529816,6.34006377471985,-1.91231273504652,5.80942611878796,-4.71020888637943,0.000223346307448224,0.039337932058568,0.776151204498694
"16699533","DUSP10","dual specificity phosphatase 10",7.44511495224681,7.10359576282793,6.78411510636113,7.2101353780969,6.89654399266216,9.38839305650225,9.20704442716707,7.75286757802784,9.6141974656536,8.63020391951046,8.24041084147051,-1.71761850961631,8.02478386186606,-4.70455770949441,0.000225978869629195,0.039337932058568,0.76531313060015
"16907488","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1",8.55344897713961,6.93516170722766,7.91083863952279,7.80972634195033,7.10519892090518,9.40806612982209,9.56192234109675,9.28247484653719,9.71716820144535,9.13961467245074,8.66493065362558,-1.63282122348051,8.5535046756112,-4.6666406117478,0.000244482514698867,0.042013379833636,0.692507064880904
"16819252","MT1F","metallothionein 1F",5.52545222885198,6.33219101652776,4.80142772266991,5.10986472765075,5.18489165925099,7.17043706083839,7.01389462377986,7.47084101739048,6.84916188411488,6.43792598694586,6.77437750084228,-1.56200754132835,6.2427695844421,-4.63753617298753,0.000259731025696988,0.0440205458757047,0.6365215892893
"17095056","PRUNE2","prune homolog 2",6.02167452510597,6.00277651713484,5.26860989854253,5.7054479396806,5.50483088561044,8.30370261059106,8.51021752373907,6.84624837728061,7.75637253705615,6.6063637235512,6.96914329338149,-1.79800672438505,6.68139889378854,-4.63201647375833,0.000262730802003609,0.0440205458757047,0.625894151845348
"17093090","DDX58","DExD/H-box helicase 58",6.39449497825952,6.06711991755766,6.59666889237192,6.43074208179628,5.64831548219823,7.75636787454905,7.80173587416823,7.38158612323887,8.81755775757058,7.61387863516053,7.35179770602821,-1.55968572468253,7.07820593844537,-4.62450609247461,0.000266869376277751,0.0441619397484812,0.611429006056679
"16713530","CXCL12","C-X-C motif chemokine ligand 12",5.96262227627676,6.30913518991346,6.37865437497071,6.48236175148708,5.26885726928732,7.62361707829361,7.79796599091299,7.5476217038876,9.20572019441295,8.44157980972288,6.93825491403857,-1.84546710949104,7.08694459574581,-4.60381486135985,0.000278619011185242,0.045544014950329,0.571548213309629
"17101873","LOC101928389","uncharacterized LOC101928389",7.62449064351169,6.87555650074006,7.26731740264727,6.87068051285778,7.42466023427916,8.62965576225235,8.63852102394407,8.62129947301522,8.86607879053291,8.13670661578637,8.39259309838848,-1.33493473517938,7.94068727799594,-4.56048937586204,0.000304962451638236,0.0492495988163725,0.487906134329865
"16794846","PGF","placental growth factor",5.66944203276592,5.61634088497749,5.79312443448744,5.17499588479876,5.27010221362458,7.42395533573424,6.64266510023822,6.81515206845136,7.66607259346391,6.98272459724188,6.27751434459791,-1.46321291649042,6.30291722639834,-4.53294487859258,0.000323019116435076,0.0515446218654256,0.434637195679555
"16697471","B3GALT2","beta-1,3-galactosyltransferase 2",8.95055825759288,5.79971132554559,6.89047709249212,6.62806189559588,7.64012645888198,5.24857265322832,5.11494245021879,5.2437655914074,4.89470281296574,5.46058269680511,5.02407604276147,2.01734663145722,6.08141611613593,4.51634379731666,0.000334424887106072,0.0521236184508115,0.402498023427536
"16984287","PTGER4","prostaglandin E receptor 4",3.79807853597066,4.58136378581823,4.21522336076199,4.15866506173606,3.84575487299646,6.66224482529834,5.9150659290125,5.39633979164103,5.11128668559977,5.01521730800109,6.55728891346673,-1.65642345204656,5.02332082457299,-4.50018615823288,0.000345920426107007,0.0532956022015899,0.371193277501792
"16657594","ISG15","ISG15 ubiquitin-like modifier",7.74181892085297,7.83047294217615,7.88462612119505,8.30318754075067,7.48829541563778,8.95890293457593,8.93346765905898,9.38462941191439,9.98641592021772,9.68572657640348,8.72320414403053,-1.42904425291098,8.62915887152851,-4.4417749769464,0.000390945100575699,0.058878967731648,0.257831947860579
"16956792","ABI3BP","ABI family member 3 binding protein",9.04571057372889,7.37982574945548,8.22427384205808,8.01923507977585,7.07463080688398,9.57097027183991,9.97194411555488,9.63938354871361,10.3171135202219,9.25418366189521,9.07642015565585,-1.68960066859977,8.87033557507124,-4.43523827743187,0.00039634195270476,0.0590285281561622,0.245127663366269
"17051553","CPA4","carboxypeptidase A4",7.06178275756682,6.31838560032638,6.15563141633074,6.10565789243677,6.48899904504933,9.27052953875335,10.1759076623933,7.20262181530843,8.42604408581923,7.20262181530843,9.34250998320622,-2.17728114112282,7.61369923749991,-4.3684084730804,0.000456066961607023,0.0671771599272586,0.115041676463897
"16914478","EYA2","EYA transcriptional coactivator and phosphatase 2",5.18343927145859,5.05299562623073,5.44593282249653,5.43917407740196,4.9139011122045,6.35775841202914,6.3799473208696,6.41059641564643,7.40018929564817,6.95936643675219,6.04192615996598,-1.38454209152679,5.96229335915489,-4.35698067147954,0.0004671617224374,0.0680634318212055,0.0927618779554251
"16852573","NEDD4L","neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase",6.4046282629444,6.36945440357838,6.04206120438191,6.00746652444969,6.23940043624186,8.72846020233473,9.35733697941033,7.27143573663754,7.85187924639019,6.77720959181038,8.00879008138565,-1.78658314000889,7.18710206086955,-4.32345870638947,0.000501316126544808,0.0709520742130424,0.0273503382475759
"16838330","SYNGR2","synaptogyrin 2",7.06254805012992,6.20707545123291,6.5187394000986,6.03477838976466,6.61249416695508,8.68645731264829,7.66459149650961,7.18992532432112,9.08542314229929,7.67874439602189,8.32575145291302,-1.61802176248264,7.36968441662676,-4.32144714342644,0.000503444599577617,0.0709520742130424,0.0234225368384404
"16690566","SORT1","sortilin 1",7.40705187785138,5.99157307885139,6.16616364250446,6.5074690774383,5.96902355441926,7.75308261645871,8.55836507766331,7.50265960066959,8.3893387254224,8.12324072653785,7.36026986057189,-1.53956985500767,7.24802162167169,-4.31701978305928,0.000508161677443455,0.0709520742130424,0.0147765913403131
"16914084","WISP2","WNT1 inducible signaling pathway protein 2",7.92271386477357,7.72887136253858,8.0072553999399,7.6321896915702,6.75733756535938,9.37044018754925,10.1087708663363,8.44474262465776,9.16229985122969,8.70151862157101,9.09599128713861,-1.53762032957745,8.44837557478766,-4.29106226909621,0.000536735515010515,0.0736017088492766,-0.0359424399684967
